supplier_name,total_spend,tender_count,agencies_count,on_time_delivery_pct,quality_rating,cost_competitiveness_score
THE SOFTWARE PRACTICE PTE. LTD.,2797442.25,5,4,95.72,4.44,79.92
THE SR GROUP (SINGAPORE) PTE. LTD.,1.0,1,1,93.63,4.68,87.39
THE STAR PERFORMING ARTS CENTRE,74400.0,3,1,100.0,4.29,69.07
THE THERAPY ROOM,148005.0,1,1,84.66,4.76,73.04
THE THINC GROUP PTE. LTD.,1181272.13,5,3,79.22,3.92,83.36
THE THOUGHT COLLECTIVE PTE. LTD.,180508.5,2,2,85.11,3.5,57.31
THE WALSHE GROUP PTY LTD,100996.49,1,1,99.48,4.06,92.17
THE WINE DISTRIBUTION CO. PTE. LTD.,10000.0,1,1,73.37,4.22,81.03
THE WORKBENCH LLP,36686.65,2,2,71.45,3.38,79.53
THE X COLLECTIVE PTE. LTD.,1822084.0,1,1,88.72,3.3,61.69
THEKNOWLEDGE-LAB PTE. LTD.,96001.5,1,1,84.46,4.37,65.13
THEMOMENTUM PTE. LTD.,145570.0,1,1,88.06,3.86,74.01
THEMOZHI PTE. LTD.,184616.0,2,1,95.56,4.0,86.07
THENG LIANG LEE SERVICES PTE LTD,30348772.0,11,6,83.58,3.88,57.23
THERMO FISHER SCIENTIFIC PTE. LTD.,19201168.62,35,7,73.02,5.0,85.88
THERMO SCIENTIFIC MICROBIOLOGY PTE. LTD.,1016476.0,11,5,100.0,4.86,74.4
THEVOICE PRODUCTIONS,1262190.0,4,3,80.02,3.36,75.77
THINK 360 INCORPORATED,994249.27,5,1,79.53,3.78,80.54
THINK TANK STUDIO PTE. LTD.,2533659.0,8,4,96.83,4.61,80.69
THINKFARM PTE. LTD.,1009332.23,6,3,84.92,4.46,70.88
THINKING MANAGEMENT TECHNIQUES PTE. LTD.,1.0,1,1,87.49,4.08,84.25
THINKING THEATRE PTE. LTD.,242400.0,1,1,91.86,3.42,54.81
THINKPLACE SINGAPORE PTE LTD AND THINKPLACE PTY LTD,158257.0,1,1,96.67,3.69,73.5
THINKPLACE SINGAPORE PTE. LTD.,1901654.0,15,9,85.33,3.79,79.54
THINKSECURE PTE. LTD.,937800.0,1,1,100.0,4.27,74.55
THIRD SIGHT PTE LTD,1725333.01,2,2,70.91,5.0,59.73
THIRD SIGHT PTE. LTD.,3462534.0,4,4,94.08,3.69,85.58
THK ENGINEERING PTE. LTD.,135101.0,2,1,81.28,3.48,65.52
THOHA TRAVELS & TOURS PTE. LTD.,984.0,1,1,98.98,4.03,77.32
THOMAS CARLINGTON & ASSOCIATES PTE. LTD.,403200.0,1,1,89.14,4.72,79.53
THOMAS MICHAEL FLEMING,133600.0,1,1,82.62,3.23,78.2
THOMSON MEDICAL PTE. LTD.,3784800.0,1,1,93.3,4.97,89.69
THOMSON REUTERS ASIA PTE. LTD.,801691.0,5,3,95.15,4.0,77.47
THONG (CE) CONSTRUCTION PTE LTD,2287000.0,1,1,93.14,3.66,82.27
THONG CHEW FOOD INDUSTRIES PTE LTD,10405165.44,11,7,79.76,3.14,77.44
THONG HAI PTE. LTD.,2252522.12,2,1,84.13,4.52,84.13
THONG HUAT BROTHERS (PTE) LIMITED,180520700.0,6,4,87.97,4.0,91.93
THONG HUP GARDENS PTE LTD,34698.0,3,2,87.67,4.2,79.38
THONG ON INDUSTRIES PTE LTD,35440.0,1,1,94.0,3.56,85.82
THOUGHTS CREATIONS,543563.9,2,1,71.88,3.91,92.55
THOUGHTWORKS AUSTRALIA PTY LTD,1.0,1,1,90.67,3.81,91.57
THOUGHTWORKS PTE. LTD.,3.0,3,2,85.68,4.04,74.15
THREE LEARNING PTE. LTD.,1019390.56,7,7,81.29,3.7,88.36
THU KHA CONSTRUCTION GROUP COMPANY LIMITED,1575310.01,2,1,82.06,3.18,80.49
THUNDER ROAD PROJECTS,84500.0,1,1,86.28,5.0,89.17
THYE CHUAN ENGINEERING CONSTRUCTION CO. PTE LTD,746110.0,1,1,59.19,3.28,83.69
THYE HONG ESOLUTIONS PTE. LTD.,506412.0,2,2,82.39,4.21,80.76
THYE HUA KWAN MORAL CHARITIES LIMITED,2893441.0,5,3,80.99,3.04,82.34
THYE HUA KWAN NURSING HOME LIMITED,569.0,2,1,92.26,2.9,80.55
THYE SIANG HOE KEE CONTRACTOR PTE LTD,1562948.0,1,1,81.56,4.16,80.94
THYGRACE MARKETING,15150.0,1,1,86.28,4.2,76.41
THYME FOOD & SERVICES PTE. LTD.,2622652.87,6,4,100.0,4.86,75.48
TIAN NGOH CONTRACTORS PTE. LTD.,2787.0,1,1,95.95,4.34,95.63
TIAN SAN SHIPPING (PRIVATE) LIMITED,80436346.24000001,4,3,95.22,4.01,82.78
TIEN SENG ENGINEERING PTE. LTD.,2420287.0700000003,2,1,84.0,3.53,72.27
TIGER HONG SECURITY SERVICES & CONSULTANTS PTE. LTD.,6675034.0,2,2,92.34,5.0,75.23
TIGERSPIKE PTE. LTD.,1.0,1,1,86.13,4.66,88.56
TIL CONCEPTS (PTE.) LTD.,195900.0,1,1,86.43,3.35,70.64
TILT PTE. LTD.,494612.64,8,6,91.28,4.12,63.18
TIM DELIGHT PTE. LTD.,3706.0,4,1,83.22,4.19,63.92
TIMBERLUX INTERNATIONAL PTE LTD,280000.0,1,1,99.94,3.89,60.71
TIMBRE GROUP PTE. LTD.,7629800.04,1,1,86.72,4.56,65.01
TIMES CHEMICALS (PTE) LTD,232970.0,2,2,92.95,4.6,66.19
TIMES PRINTERS PRIVATE LIMITED,2009190.63,6,4,99.64,3.99,91.85
TIMESWORLD TRAVEL & EDUCATIONAL TOURS PTE LTD,112299.0,1,1,96.25,3.93,77.54
TIMOTHY NG LLC,10080.0,1,1,76.73,5.0,74.37
TIN HLAING,10000.0,1,1,91.56,4.66,63.57
TINDO PTE. LTD.,598280.0,2,2,94.81,4.14,76.57
TINKERTANKER PTE. LTD.,425531.0,8,4,95.13,3.12,60.63
TIONG HENG TRANSPORT PTE. LTD.,216000.0,1,1,79.09,4.31,74.31
TIONG SENG CONTRACTORS (PRIVATE) LIMITED,1381905464.0,10,7,82.74,4.52,98.64
TIPTOP CONSULTANTS PTE LTD,56500.0,1,1,95.96,2.45,84.64
TIRIBELLO FABRIZIO,50.0,1,1,81.91,4.25,75.9
TISSUE SOLUTIONS LIMITED,103878.28,1,1,85.6,3.85,84.98
TITAN FACILITIES MANAGEMENT PTE. LTD.,2676200.0,2,2,100.0,3.97,72.78
TITANIUM SAFETY & SECURITY PTE. LTD.,3038640.0,3,3,87.62,3.56,69.99
TITO ISAAC & CO LLP,160840.0,5,4,82.19,4.01,95.04
TJ INTERIOR FURNISHING SUPPLIES PTE LTD,69960.0,1,1,80.98,4.94,66.58
TJ SYSTEMS (S) PTE LTD,1000855.0,2,2,90.66,3.83,74.46
TJ Systems (S) Pte Ltd,11448962.33,16,4,77.33,4.68,81.06
TJGYM,146400.0,2,1,86.02,3.62,68.64
TKB C-E CONTRACTOR PTE. LTD.,191172426.59,14,5,90.67,4.56,84.51
TKF PROJECT PTE. LTD.,880.0,2,1,98.39,4.1,74.93
TKL APPRAISAL PTE LTD,0.01,1,1,93.34,4.31,84.64
TKL APPRAISAL PTE. LTD.,0.01,1,1,82.29,4.1,83.86
TKS ENGINEERING PTE. LTD.,1391639.0,1,1,97.43,4.48,75.57
TLG HOLDINGS PTE. LTD.,56251.0,2,2,85.6,2.56,95.11
TMA EVENTS PTE. LTD.,547240.0,2,1,78.11,3.25,71.35
TME Systems Pte Ltd,2930524.9299999997,8,6,86.62,4.35,91.49
TMK SERVICES PTE. LTD.,252456.5,2,2,99.51,2.87,89.75
TNB ACCELERATOR PTE. LTD.,603333.3200000001,2,2,89.32,3.78,95.71
TNL ENGINEERING WORKS PTE LTD,250240.0,3,2,88.1,4.07,79.74
TNO,65300.0,1,1,100.0,3.6,70.11
TNT SURVEILLANCE PTE. LTD.,3628406.0,2,2,76.55,3.69,98.77
TO THE POINT PRIVATE LIMITED,1578000.0,1,1,77.72,4.26,74.65
TOA CORPORATION,434175000.0,2,2,75.07,4.71,69.86
TOH BAN SENG CONTRACTOR PTE LTD,7148100.0,3,2,90.98,3.52,76.1
TOH CHIN LEONG CONSTRUCTION PTE LTD,78664653.44,19,7,89.33,3.75,68.18
TOH FOOD PTE. LTD.,178497.0,4,2,100.0,3.66,83.26
TOH GARDEN,6064036.0,4,1,89.95,2.65,71.94
TOH GEOK KHENG,240.0,1,1,84.77,4.19,75.13
TOH KIM BOCK C-E CONTRACTOR PTE LTD,222471564.31,32,14,88.01,4.66,87.68
TOH TAN LLP,45000.0,1,1,88.94,4.71,84.24
TOH THYE SAN FARM,15150.0,1,1,74.63,3.58,78.16
"TOHO KASEI CO.,LTD.",1197673.0,1,1,100.0,3.35,79.71
TOKIO MARINE INSURANCE SINGAPORE LTD.,20586407.91,15,6,92.16,4.11,78.12
TOKIO MARINE INSURANS (MALAYSIA) BHD,53448.77,1,1,89.68,4.6,73.69
TOKYO ELECTRON LIMITED,570285.0,1,1,92.92,4.19,77.97
TOKYO SANGYO SINGAPORE PTE. LTD.,927100.0,2,1,93.68,4.27,82.91
TOKYO TOYOPET CO LTD,83889.32,1,1,86.88,4.79,76.74
TOM-RECK SECURITY SERVICES PTE LTD,4128520.0,4,3,82.95,3.66,82.2
TOMO TRAINING CONSULTING GROUP PTE. LTD.,69650.0,1,1,92.8,3.97,69.63
TOMOE TRANSTECH SPECIALTY GASES PTE LTD,19400.0,1,1,91.09,5.0,71.96
TONG HUAT TRADING CO. (PTE.) LTD.,222302.5,1,1,81.52,3.98,70.66
TONG LEI ENGINEERING AND CONSTRUCTION (SINGAPORE) PTE. LTD.,244822.71,1,1,99.35,3.34,72.35
TONG MENG FURNITURE CONSTRUCTION PTE. LTD.,11280.0,1,1,90.35,3.7,90.87
TONG SHING CONTRACTORS PRIVATE LIMITED,60559489.0,12,3,93.84,3.54,85.26
TONG TAR TRANSPORT SERVICE PTE LTD,23988681.0,18,12,99.14,4.31,67.23
TONG WEE PENG,1.0,1,1,88.18,3.56,82.37
TONG WEI JIE,7000.0,1,1,90.54,4.26,74.09
TOOLSEDGE PTE. LTD.,6493.28,1,1,94.48,3.66,71.18
TOP GUARD SECURITY MANAGEMENT PTE. LTD.,957600.0,2,2,82.2,2.83,63.14
TOP PARKING PTE LTD,70364.34,1,1,88.43,4.28,87.72
TOP PAVE PTE LTD,5480000.0,2,2,89.0,4.19,64.36
TOPCON SINGAPORE MEDICAL PTE. LTD.,38100.0,1,1,80.35,4.41,77.48
TOPCON SINGAPORE POSITIONING SALES PTE. LTD.,405330.0,1,1,100.0,3.7,68.54
TOPPAN ECQUARIA PTE. LTD.,28600912.0,5,4,76.74,3.63,85.76
TOPPAN FORMS (S) PTE LTD,164199.16999999998,3,3,77.62,4.34,74.66
TOPPAN SECURITY PRINTING PTE. LTD.,5363786.87,14,11,98.51,5.0,76.66
TOPZONE E&C PTE. LTD.,3173000.0,3,2,93.71,4.11,76.99
TORENE PROJECT,78000.0,1,1,79.79,4.35,81.03
TOSHIBA DATA DYNAMICS PTE LTD,1209664.5699999998,7,6,92.86,3.91,78.13
TOSHIBA TEC SINGAPORE PTE. LTD.,116550.0,1,1,99.74,3.17,77.57
TOSHIO (S) PTE LTD,109890.0,1,1,87.76,4.68,72.82
TOSHNIWAL GLOBAL SERVICES PTE. LTD.,207000.0,1,1,100.0,4.65,62.25
TOTAL EBIZ SOLUTIONS PTE. LTD.,8543686.51,17,16,74.21,4.53,66.81
TOTAL SOLUTION MARKETING PTE. LTD.,3237401.2,15,6,93.55,3.99,85.18
TOTAL SWIMMING PTE LTD,669390.0,4,1,97.33,4.46,74.94
TOTEX CORPORATION,603753.5,2,1,95.13,4.64,71.36
TOTT@97,25500.0,1,1,86.37,5.0,63.94
TOUCH COMMUNITY SERVICES LIMITED,58306.0,5,4,85.68,4.69,60.8
TOUCH FAMILY SERVICES LIMITED,4431540.0,10,4,91.55,4.14,70.97
TOUR CONNECTIONS PTE LTD,118050.0,2,2,94.53,3.32,86.88
TOUR MUSIC,28560.0,1,1,92.82,4.19,72.43
TOURISM MANAGEMENT INSTITUTE OF SINGAPORE PTE LTD,509850.0,2,1,96.32,4.25,82.0
TOURISTPADS,266607.8,1,1,79.85,4.53,71.97
TOWER TRANSIT GROUP LIMITED,125564769.0,1,1,86.18,4.91,84.39
TOWER TRANSIT SINGAPORE PTE. LTD.,1025102939.0,1,1,80.48,4.04,74.48
TOWNER CONSTRUCTION PTE LTD,11581000.0,3,2,84.91,5.0,65.68
TOY TAG INTERNATIONAL PTE. LTD.,1.0,1,1,96.12,3.04,75.31
TOYAH CONSTRUCTION & ENGINEERING PTE. LTD.,116590.0,1,1,88.86,4.35,96.34
TOYOCHEM MARKETING PTE LTD,13125564.0,3,2,100.0,3.62,95.9
TOYOTA TSUSHO ASIA PACIFIC PTE. LTD.,4469000.0,1,1,89.55,2.96,82.87
TOYOTRON (PTE.) LIMITED,828000.0,1,1,88.48,3.98,76.63
TPS (WELLINGTON) LIMITED,193710.24,1,1,88.85,3.23,81.04
TQ SOLUTIONS PTE. LTD.,938150.0,1,1,82.9,4.0,81.17
TQC BUILDERS PTE. LTD.,3518000.0,4,4,87.54,4.12,77.6
TRACK WORLDWIDE PTE. LTD.,4400000.0,1,1,97.02,4.77,82.41
TRADE 21 PTE. LTD.,356028.99,2,2,88.91,3.2,80.08
TRADE ENTREPRENEUR ENGRG. PTE. LTD.,2315706.0,1,1,81.65,4.65,74.84
TRADESMEN PTE LTD,8051505.0,6,5,80.6,4.16,66.05
TRADEWINDS TOURS & TRAVEL PRIVATE LIMITED,3012.71,1,1,84.4,4.72,73.4
TRAFFIC CONSULT PTE. LTD.,18037.5,1,1,88.59,3.84,86.0
TRAINING EDGE INTERNATIONAL PTE LTD,67961.0,2,2,97.55,3.3,77.69
TRAINING VISION INSTITUTE PTE. LTD.,299889.83999999997,2,2,77.28,3.37,81.0
TRAJAN SCIENTIFIC AMERICAS INC.,212990.28,1,1,85.44,3.32,75.17
TRAMPOLENE LIMITED,28900.0,1,1,89.15,4.39,67.4
TRANE DISTRIBUTION PTE. LTD.,30183306.0,7,7,73.33,4.99,75.61
"TRANE U.S., INC",320372.14,1,1,81.33,3.76,67.78
TRANS EUROKARS PTE LTD,1283159.2,8,4,82.56,4.48,67.14
TRANSAS MARINE PACIFIC PTE LTD,1113255.0,2,1,81.63,3.19,90.06
TRANSBUILD CORPORATION (S) PTE. LTD.,48930000.0,2,1,89.54,4.21,73.8
TRANSCEND SOLUTIONS PTE. LTD.,1378694.55,1,1,86.72,4.5,70.59
TRANSCENDENT BUSINESS SERVICES PTE. LTD.,390.52,1,1,83.56,3.23,94.18
TRANSCENTECH PTE. LTD.,1783980.0,6,4,91.42,3.98,86.15
TRANSICOM ENGINEERING PTE LTD,1480000.0,1,1,100.0,4.53,74.28
TRANSINEX PTE LTD,43920.0,1,1,100.0,2.34,82.28
TRANSIT NETWORK CONSORTIUM LTD,2833341.0,8,2,72.62,4.9,75.64
TRANSIT-MIXED CONCRETE LTD,27472.0,1,1,92.62,4.31,71.07
TRANSKINECT PRIVATE LIMITED,1.0,1,1,86.58,4.53,82.75
TRANSMEDIC PTE LTD,2899969.0,3,2,89.24,3.85,74.76
TRANSMEX SYSTEMS INTERNATIONAL PTE. LTD.,58900.0,1,1,84.81,3.07,78.75
TRANSN INTERNATIONAL SINGAPORE PTE. LTD.,0.91,1,1,88.94,4.42,88.21
TRANSNATIONAL SUPPLY CHAIN LOGISTICS PTE LTD,2790145.04,3,3,89.21,4.05,87.11
TRANSPACIFIC IP MANAGEMENT GROUP PTE. LTD.,228000.0,1,1,83.37,4.12,72.5
TRANSPORT DESIGN CONSULTANCY LIMITED,243466.0,1,1,80.83,4.75,82.86
TRANSPORT MINISTRY (EXCURSION),609060.0,1,1,84.41,4.56,66.72
TRANSQUEST SUPPLIES & CO PTE LTD,5692911.0,7,5,89.87,5.0,82.5
TRANSURBAN ASSOCIATES,18250.0,4,1,92.79,4.19,79.48
TRANZ COMMUNICATIONS PTE. LTD.,135000.0,1,1,94.83,3.69,81.79
TRAVEL ADVANCE S.R.O,75611.34,1,1,84.05,3.99,75.03
TRAVEL GSH PTE LTD,165761.0,3,3,90.27,4.35,98.84
TRAVEL LINK MARKETING CO. LTD,141168.0,1,1,95.7,4.71,68.99
TRAVEL STAR PTE. LTD.,317220.0,3,3,97.32,3.22,87.72
TRAVELOKA SERVICES PTE. LTD.,65000.0,1,1,87.53,4.11,67.68
TRAVTUS MANAGEMENT GROUP PTE. LTD.,910138.0,3,2,86.23,5.0,83.04
TREASURE PLUS INTERNATIONAL PTE LTD,1800.0,1,1,89.53,3.96,83.76
TREKKERS LEAGUE LLP,43276.0,1,1,78.8,4.66,78.55
TREKKERS PTE. LTD.,102904.0,1,1,86.45,4.4,73.05
TRELLISWERKZ PTE. LTD.,175152.0,1,1,93.96,4.67,79.41
TRENDBUILD CONTRACTS PTE. LTD.,28980255.0,20,15,93.14,3.61,80.67
TRENDS HOME ELECTRICAL PTE. LTD.,97200.0,1,1,85.84,3.62,95.9
TRI-ELEMENT TECHNOLOGIES PTE. LTD.,46440.0,1,1,89.74,4.11,69.28
TRI-WINS TRANSPORT,185000.0,1,1,81.4,3.18,72.44
TRIANGLE AUTO PTE LTD,346830.0,2,2,93.63,3.94,80.85
TRIBAL KNOWLEDGE PTE. LTD.,150392.0,1,1,87.38,4.25,75.44
TRIBAL STUDIOZ,56305.0,2,2,85.79,5.0,77.0
TRIBAL WORLDWIDE PTE. LTD.,4243526.0,6,4,85.11,4.34,88.7
TRIBE PTE. LTD.,50.0,1,1,87.5,4.48,49.8
TRIBE STUDIOS PTE. LTD.,335500.0,2,2,84.42,4.8,72.02
TRICAFTAN ENVIRONMENTAL TECHNOLOGY PTE. LTD.,16523980.0,4,1,93.27,3.52,60.58
TRICOM EVENTS PRIVATE LIMITED,9377571.5,13,6,84.84,4.0,66.04
TRIDENT INNOVATIONS SDN. BHD.,1837524.0,1,1,100.0,5.0,100.0
TRIDENT LAW CORPORATION,12075.0,1,1,99.72,4.05,83.98
TRIKA (S) PTE LTD,169814.0,1,1,80.87,4.77,87.52
TRIKA (S) PTE. LTD.,205379.0,2,2,88.56,4.68,77.19
TRILOGY EVENTS PRIVATE LIMITED,23000.0,1,1,82.79,3.21,85.59
TRILOGY TECHNOLOGIES PTE. LTD.,116666.0,1,1,85.39,4.29,60.33
TRIMANTIUM GROWTHOPS SINGAPORE PTE. LTD.,178500.0,1,1,100.0,4.19,88.38
TRINAX PRIVATE LIMITED,700197.0,3,3,85.54,4.3,69.8
TRINOX ENGINEERING SERVICES PTE. LTD.,266000.0,1,1,90.88,3.65,72.69
TRIOMINE PTE. LTD.,122040.0,1,1,92.33,3.43,83.05
TRIP.COM TRAVEL SINGAPORE PTE. LTD.,65000.0,1,1,79.99,3.81,81.16
TRIPLE 'S' PROTECTION PRIVATE LIMITED,2683440.0,3,3,81.16,4.04,78.85
TRIPLEX EVENTS PTE LTD,1985360.0,1,1,78.35,4.81,64.37
TRIPPLE LLP,656916.8,2,1,80.91,5.0,79.0
TRITECH CONSULTANTS PTE. LTD.,68439616.0,15,4,65.2,4.94,87.61
TRITECH ENGINEERING & TESTING (SINGAPORE) PTE LTD,36186892.6,4,2,92.36,4.62,72.68
TRITECH SCIENTIFIC PTE LTD,462019.66000000003,2,2,100.0,3.5,91.15
TRITECH SYSENG (S) PTE. LTD.,9050577.2,11,4,89.18,3.85,69.27
TROPIC PLANNERS & LANDSCAPE PTE. LTD.,16558385.1,8,2,76.67,4.23,78.07
TROPICAL ENVIRONMENT PTE LTD,5611535.75,3,2,82.86,3.72,93.35
TROPICAL FIBREGLASS CO,49900.0,1,1,84.33,4.45,71.19
TROYTECH INTERNATIONAL CONSULTING PTE LTD,1.0,1,1,79.86,4.53,88.54
TRPC PTE. LTD.,1.0,1,1,94.88,4.42,97.75
TRUE STATS LAB PTE. LTD.,395150.0,2,1,94.48,4.72,79.71
TRUESCOPE (SINGAPORE) PTE. LTD.,500450.0,3,3,78.76,3.56,72.73
TRUMPF PTE LIMITED,188523.87,1,1,93.8,4.66,70.27
TRUMPF PTE LTD,1506982.24,3,2,100.0,3.68,91.05
TRUSSCO PTE LTD,657262.98,2,1,100.0,3.54,90.77
TRUST EDUCATION CENTRE PTE LTD,2.0,2,2,100.0,4.42,92.49
TRUST-BUILD ENGINEERING & CONSTRUCTION PTE. LTD.,32166000.0,2,1,80.78,4.83,77.67
TRUSTED HUB LTD,318670.4,3,3,100.0,4.39,88.38
TRUSTED LABS,96500.0,1,1,85.17,4.11,77.51
TRUTH CONSULTING PTE. LTD.,34900.0,1,1,83.26,4.29,69.17
TRUWATER SINGAPORE PTE. LTD.,728080.0,1,1,90.62,4.18,89.24
TRYBE LIMITED,142807.4,2,2,83.34,3.42,94.34
TS GROUP PTE. LTD.,1382373.6,1,1,91.19,3.35,67.79
TS LANDSCAPE & CE PTE. LTD.,7494020.0,4,3,77.44,4.05,67.61
TSF BUILDING CONSTRUCTION PTE LTD,448000.0,1,1,86.09,4.15,78.4
TSI INSTRUMENTS SINGAPORE PTE. LTD.,165822.73,1,1,98.28,4.11,87.56
TSK ENGINEERING PTE. LTD.,595010.0,4,3,87.54,4.51,66.66
TSL Builders Pte Ltd,857930.0,2,2,89.13,3.97,80.27
TSLA INDUSTRIES PTE. LTD.,4301023.73,2,2,91.8,4.44,72.1
TSM CONSULTANCY PTE. LTD.,68780.0,2,1,97.37,4.01,85.01
TSM GROUP PTE. LTD.,137700.0,1,1,74.76,5.0,70.02
TSMP LAW CORPORATION,237781.0,4,4,92.68,4.15,85.72
TT ENERGY PTE. LTD.,35327.0,2,2,85.85,5.0,76.42
TT INNOVATION AND TECHNOLOGY PTE. LTD.,825230.0,2,1,89.33,4.31,68.63
TTG ASIA MEDIA PTE LTD,0.01,1,1,96.48,3.97,78.64
TTK SERVICES PTE. LTD.,8732019.6,8,6,78.45,3.56,58.62
TTS COPIER INTERNATIONAL PTE. LTD.,12760.0,1,1,79.9,3.23,72.41
TTS GROUP PTE. LTD.,1722347.3,7,4,72.52,3.51,81.37
TUAS POWER LTD,0.91,1,1,83.61,3.57,60.28
TUAS POWER SUPPLY PTE LTD,21380135.349999998,7,5,98.64,4.34,52.29
TUAS TRANSPORT & LOGISTICS PTE. LTD.,86240.0,1,1,87.04,3.78,54.61
TUBE MARKETING COMPANY LIMITED,93150.0,1,1,77.28,4.21,91.27
TUBEFIT (SINGAPORE) PTE. LTD.,139600.0,1,1,84.11,4.87,77.23
TUBER PRODUCTIONS PTE. LTD.,3271248.91,7,4,76.1,4.05,72.68
TUCKYS PHOTOGRAPHY,24120.0,1,1,79.0,5.0,87.45
TUFFI BUILD PTE LTD,3439005.38,3,3,91.11,3.39,73.96
TUNG LOK MILLENNIUM PTE LTD,2620.24,3,2,78.61,4.01,80.68
TUNITY TECHNOLOGIES PTE. LTD.,2101836.0,7,3,96.9,3.78,78.26
TURF & IRRIGATION SERVICES PTE LTD,120000.0,1,1,87.43,4.66,73.29
TURNER & TOWNSEND PTE. LIMITED,101071.83,1,1,88.68,2.76,80.94
TURNKEY CONSULTING (SINGAPORE) PTE. LTD.,1913590.0,2,2,85.77,3.23,85.73
TUV RHEINLAND HONG KONG LIMITED,489715.0,1,1,94.18,4.04,76.15
TUV RHEINLAND SINGAPORE PTE. LTD.,1325.0,1,1,94.27,5.0,73.39
TUV SUD AL TECHNOLOGIES PTE. LTD.,5218491.0,10,5,90.68,4.24,74.57
TUV SUD PSB PTE. LTD.,8774383.73,36,13,92.52,3.29,55.02
TVC PTE. LTD.,403.0,1,1,86.3,3.38,80.83
TVT SEA PTE. LTD.,483515.0,3,1,92.34,5.0,65.91
TWIG WORLD LIMITED,20160.0,1,1,85.3,3.73,84.3
TWIST MEDIA PTE. LTD.,12197749.7,27,17,88.02,3.53,77.1
"TYCO FIRE, SECURITY & SERVICES PTE. LTD.",28599233.31,14,8,85.8,4.99,79.05
TYELIN & ASSOCIATES CONSULTING ENGINEERS,19090.0,4,1,84.34,4.71,85.0
TYT BUILDERS PTE LTD,3825055.35,2,2,82.49,4.86,68.73
TYT CORPORATION PTE LTD,639547.74,3,2,91.74,3.53,81.69
Tai Sin Radio & Electrical Service,1927622.48,1,1,98.48,3.18,80.68
Taiko Marketing (S) Pte Ltd,23265793.0,10,2,97.37,4.18,76.15
Taisei Corporation-China State Construction Engineering Corporation Limited Singapore Branch Joint Venture,356103500.0,1,1,77.95,4.3,68.72
Talisam LLC dba Oriel STAT A MATRIX,49680.0,1,1,98.31,4.32,83.95
Tan Chye Tiong,55000.0,2,1,85.45,4.99,85.03
Tan Khey Cheow,50.0,1,1,92.81,3.06,79.14
Tan Peng Chin LLC,7310.0,2,2,80.75,4.62,67.3
Tang Soon Onn,12000.0,1,1,89.14,3.44,72.73
Targos Molecular Pathology GmbH,368371.93,1,1,90.51,4.61,77.4
Tat Hin Builders Pte Ltd,101603000.0,5,4,76.12,3.82,84.88
Tay Poh Soon,57200.0,1,1,92.87,3.61,62.17
TechStudio Solutions Pte Ltd,4000.31,1,1,98.77,3.73,72.36
Technicon Engineering Pte Ltd,6253381.0,4,2,86.6,3.23,73.97
Tektronix Southeast Asia Pte Ltd,230091.54,1,1,98.88,4.12,77.17
Telstra Singapore Pte Ltd,1090128.0,1,1,86.48,3.64,64.99
Teo Gim Leng,425487.6,1,1,94.8,4.57,75.82
The Active People,10400.0,1,1,70.25,4.48,74.9
The Elizabeth,440.0,3,1,100.0,5.0,67.62
The Engineers Collaborative LLP,178000.0,1,1,99.96,4.32,76.82
"The Northern Trust Company, Singapore Branch",961943.0,3,3,85.72,4.41,72.59
The Press Room,545777.5,3,3,72.22,4.94,82.96
The Regent Singapore,94217.1,7,3,90.3,3.72,69.15
The SAF Warrant Officers and Specialists Club,292.0,3,1,76.45,3.21,78.9
The University of Adelaide,1344.03,1,1,91.56,4.22,69.92
The University of Newcastle,1492.15,1,1,91.29,3.25,72.0
TheSeafoodCompany Pte. Ltd.,3100.01,1,1,80.47,5.0,80.97
Thi Nam Hoe,12000.0,1,1,96.97,4.97,80.35
Thong Chew Food Industries Pte Ltd,50429169.94,20,4,94.44,5.0,73.83
Times Printers Private Limited,3850131.5,10,2,95.81,4.14,75.31
Tiong Aik Construction Pte Ltd,180000000.0,1,1,88.07,4.43,63.46
Tiong Hin Engineering Pte Ltd,178769.0,2,2,76.68,3.82,92.03
Tiong Hwa Steel Structures Pte Ltd,2130126.6,7,4,95.82,4.63,84.87
Tiptop Consultants Pte Ltd,167968.0,2,2,85.84,3.37,84.51
Toa Corporation - Hiap Shing Construction Pte Ltd Joint Venture,83650139.0,1,1,76.88,2.57,62.05
Toh Keng Hoe,88870.0,1,1,98.82,3.63,72.05
Tony Tan & Associates,4090.0,1,1,100.0,3.23,74.65
Top Parking Pte Ltd,126161.1,2,2,87.67,4.99,58.69
Toppan Forms (S) Pte Ltd,2360779.89,14,9,100.0,5.0,86.9
Total eBiz Solutions Pte Ltd,11830782.0,15,11,88.73,3.26,92.54
Towner Construction Pte Ltd,1873000.0,1,1,84.96,4.88,98.62
Tractel Singapore Private Limited,859265.0,3,2,82.96,4.67,67.54
Tractors Singapore Limited,758000.0,1,1,100.0,3.16,79.17
Transinex Pte Ltd,2373657.0,14,8,81.76,3.87,91.23
Transmedic Pte Ltd,10150591.0,11,1,93.88,3.75,75.46
Triangle Auto Pte Ltd,2892200.0,9,6,83.53,4.55,72.33
Tricor Shared Services Sdn. Bhd.,367444.44,1,1,84.32,3.36,59.34
Tritech Engineering & Testing (Singapore) Pte Ltd,37541953.5,8,3,96.24,4.04,89.33
